stem,query_id,regime,specificity,polarity,correct_in_n_runs,decision_unanimous,matched_set_identical,sets
NSS-LAT-SLAV-NB-33-063,NSS-LAT-SLAV-NB-33-063,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-064,NSS-LAT-SLAV-NB-33-064,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-065,NSS-LAT-SLAV-NB-33-065,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-066,NSS-LAT-SLAV-NB-33-066,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-067,NSS-LAT-SLAV-NB-33-067,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-068,NSS-LAT-SLAV-NB-33-068,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-069,NSS-LAT-SLAV-NB-33-069,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-070,NSS-LAT-SLAV-NB-33-070,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-071,NSS-LAT-SLAV-NB-33-071,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-072,NSS-LAT-SLAV-NB-33-072,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-073,NSS-LAT-SLAV-NB-33-073,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-074,NSS-LAT-SLAV-NB-33-074,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-075,NSS-LAT-SLAV-NB-33-075,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-076,NSS-LAT-SLAV-NB-33-076,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-077,NSS-LAT-SLAV-NB-33-077,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-078,NSS-LAT-SLAV-NB-33-078,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-079,NSS-LAT-SLAV-NB-33-079,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-080,NSS-LAT-SLAV-NB-33-080,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-081,NSS-LAT-SLAV-NB-33-081,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-082,NSS-LAT-SLAV-NB-33-082,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-083,NSS-LAT-SLAV-NB-33-083,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-084,NSS-LAT-SLAV-NB-33-084,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-085,NSS-LAT-SLAV-NB-33-085,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-086,NSS-LAT-SLAV-NB-33-086,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-087,NSS-LAT-SLAV-NB-33-087,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-088,NSS-LAT-SLAV-NB-33-088,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-089,NSS-LAT-SLAV-NB-33-089,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-090,NSS-LAT-SLAV-NB-33-090,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-091,NSS-LAT-SLAV-NB-33-091,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-092,NSS-LAT-SLAV-NB-33-092,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-093,NSS-LAT-SLAV-NB-33-093,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-094,NSS-LAT-SLAV-NB-33-094,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-095,NSS-LAT-SLAV-NB-33-095,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-096,NSS-LAT-SLAV-NB-33-096,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-097,NSS-LAT-SLAV-NB-33-097,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-098,NSS-LAT-SLAV-NB-33-098,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-099,NSS-LAT-SLAV-NB-33-099,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-100,NSS-LAT-SLAV-NB-33-100,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-101,NSS-LAT-SLAV-NB-33-101,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-102,NSS-LAT-SLAV-NB-33-102,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-103,NSS-LAT-SLAV-NB-33-103,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-104,NSS-LAT-SLAV-NB-33-104,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-105,NSS-LAT-SLAV-NB-33-105,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-106,NSS-LAT-SLAV-NB-33-106,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-107,NSS-LAT-SLAV-NB-33-107,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-108,NSS-LAT-SLAV-NB-33-108,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-109,NSS-LAT-SLAV-NB-33-109,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-110,NSS-LAT-SLAV-NB-33-110,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-111,NSS-LAT-SLAV-NB-33-111,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-112,NSS-LAT-SLAV-NB-33-112,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-113,NSS-LAT-SLAV-NB-33-113,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-114,NSS-LAT-SLAV-NB-33-114,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-115,NSS-LAT-SLAV-NB-33-115,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-116,NSS-LAT-SLAV-NB-33-116,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-117,NSS-LAT-SLAV-NB-33-117,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-118,NSS-LAT-SLAV-NB-33-118,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-119,NSS-LAT-SLAV-NB-33-119,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-120,NSS-LAT-SLAV-NB-33-120,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-121,NSS-LAT-SLAV-NB-33-121,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-122,NSS-LAT-SLAV-NB-33-122,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-123,NSS-LAT-SLAV-NB-33-123,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-124,NSS-LAT-SLAV-NB-33-124,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-125,NSS-LAT-SLAV-NB-33-125,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-126,NSS-LAT-SLAV-NB-33-126,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-127,NSS-LAT-SLAV-NB-33-127,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-128,NSS-LAT-SLAV-NB-33-128,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-129,NSS-LAT-SLAV-NB-33-129,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-130,NSS-LAT-SLAV-NB-33-130,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-131,NSS-LAT-SLAV-NB-33-131,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-132,NSS-LAT-SLAV-NB-33-132,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-133,NSS-LAT-SLAV-NB-33-133,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-134,NSS-LAT-SLAV-NB-33-134,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-135,NSS-LAT-SLAV-NB-33-135,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-136,NSS-LAT-SLAV-NB-33-136,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-137,NSS-LAT-SLAV-NB-33-137,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-138,NSS-LAT-SLAV-NB-33-138,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-139,NSS-LAT-SLAV-NB-33-139,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-140,NSS-LAT-SLAV-NB-33-140,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-141,NSS-LAT-SLAV-NB-33-141,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-142,NSS-LAT-SLAV-NB-33-142,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-143,NSS-LAT-SLAV-NB-33-143,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-144,NSS-LAT-SLAV-NB-33-144,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-145,NSS-LAT-SLAV-NB-33-145,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-146,NSS-LAT-SLAV-NB-33-146,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-147,NSS-LAT-SLAV-NB-33-147,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-148,NSS-LAT-SLAV-NB-33-148,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-149,NSS-LAT-SLAV-NB-33-149,ns_similar_nb,3-3,negative,3,True,True,- | - | -
NSS-LAT-SLAV-NB-33-150,NSS-LAT-SLAV-NB-33-150,ns_similar_nb,3-3,negative,3,True,True,- | - | -
S-LAT-SLAV32-001,S-LAT-SLAV32-001,lat,3-2,positive,3,True,True,36763 | 36763 | 36763
S-LAT-SLAV32-002,S-LAT-SLAV32-002,lat,3-2,positive,3,True,True,44540 | 44540 | 44540
S-LAT-SLAV32-003,S-LAT-SLAV32-003,lat,3-2,positive,3,True,True,32745 | 32745 | 32745
S-LAT-SLAV32-004,S-LAT-SLAV32-004,lat,3-2,positive,3,True,True,37844 | 37844 | 37844
S-LAT-SLAV32-005,S-LAT-SLAV32-005,lat,3-2,positive,3,True,True,30517 | 30517 | 30517
S-LAT-SLAV32-006,S-LAT-SLAV32-006,lat,3-2,positive,3,True,True,50216 | 50216 | 50216
S-LAT-SLAV32-007,S-LAT-SLAV32-007,lat,3-2,positive,3,True,True,42196 | 42196 | 42196
S-LAT-SLAV32-008,S-LAT-SLAV32-008,lat,3-2,positive,3,True,True,35226 | 35226 | 35226
S-LAT-SLAV32-009,S-LAT-SLAV32-009,lat,3-2,positive,3,True,True,20920 | 20920 | 20920
S-LAT-SLAV32-010,S-LAT-SLAV32-010,lat,3-2,positive,3,True,True,35399 | 35399 | 35399
S-LAT-SLAV32-011,S-LAT-SLAV32-011,lat,3-2,positive,3,True,True,35414 | 35414 | 35414
S-LAT-SLAV32-012,S-LAT-SLAV32-012,lat,3-2,positive,3,True,True,45862 | 45862 | 45862
S-LAT-SLAV32-013,S-LAT-SLAV32-013,lat,3-2,positive,3,True,True,34577 | 34577 | 34577
S-LAT-SLAV32-014,S-LAT-SLAV32-014,lat,3-2,positive,3,True,True,37812 | 37812 | 37812
S-LAT-SLAV32-015,S-LAT-SLAV32-015,lat,3-2,positive,3,True,True,37853 | 37853 | 37853
S-LAT-SLAV32-016,S-LAT-SLAV32-016,lat,3-2,positive,3,True,True,37178 | 37178 | 37178
S-LAT-SLAV32-017,S-LAT-SLAV32-017,lat,3-2,positive,3,True,True,48774 | 48774 | 48774
S-LAT-SLAV32-018,S-LAT-SLAV32-018,lat,3-2,positive,3,True,True,37116 | 37116 | 37116
S-LAT-SLAV32-019,S-LAT-SLAV32-019,lat,3-2,positive,3,True,True,50272 | 50272 | 50272
S-LAT-SLAV32-020,S-LAT-SLAV32-020,lat,3-2,positive,3,True,True,39215 | 39215 | 39215
S-LAT-SLAV32-021,S-LAT-SLAV32-021,lat,3-2,positive,3,True,True,50230 | 50230 | 50230
S-LAT-SLAV32-022,S-LAT-SLAV32-022,lat,3-2,positive,3,True,True,35463 | 35463 | 35463
S-LAT-SLAV32-023,S-LAT-SLAV32-023,lat,3-2,positive,3,True,True,51948 | 51948 | 51948
S-LAT-SLAV32-024,S-LAT-SLAV32-024,lat,3-2,positive,3,True,True,45702 | 45702 | 45702
S-LAT-SLAV32-025,S-LAT-SLAV32-025,lat,3-2,positive,3,True,True,31454 | 31454 | 31454
S-LAT-SLAV32-026,S-LAT-SLAV32-026,lat,3-2,positive,3,True,True,35610 | 35610 | 35610
S-LAT-SLAV32-027,S-LAT-SLAV32-027,lat,3-2,positive,3,True,True,35013 | 35013 | 35013
S-LAT-SLAV32-028,S-LAT-SLAV32-028,lat,3-2,positive,3,True,True,51852 | 51852 | 51852
S-LAT-SLAV32-029,S-LAT-SLAV32-029,lat,3-2,positive,3,True,True,50404 | 50404 | 50404
S-LAT-SLAV32-030,S-LAT-SLAV32-030,lat,3-2,positive,3,True,True,35501 | 35501 | 35501
S-LAT-SLAV32-031,S-LAT-SLAV32-031,lat,3-2,positive,3,True,True,34658 | 34658 | 34658
S-LAT-SLAV32-032,S-LAT-SLAV32-032,lat,3-2,positive,3,True,True,37003 | 37003 | 37003
S-LAT-SLAV32-033,S-LAT-SLAV32-033,lat,3-2,positive,3,True,True,48767 | 48767 | 48767
S-LAT-SLAV32-034,S-LAT-SLAV32-034,lat,3-2,positive,3,True,True,36793 | 36793 | 36793
S-LAT-SLAV32-035,S-LAT-SLAV32-035,lat,3-2,positive,3,True,True,38078 | 38078 | 38078
S-LAT-SLAV32-036,S-LAT-SLAV32-036,lat,3-2,positive,3,True,True,36792 | 36792 | 36792
S-LAT-SLAV32-037,S-LAT-SLAV32-037,lat,3-2,positive,3,True,True,35603 | 35603 | 35603
S-LAT-SLAV32-038,S-LAT-SLAV32-038,lat,3-2,positive,3,True,True,"26671,36786 | 26671,36786 | 26671,36786"
S-LAT-SLAV32-039,S-LAT-SLAV32-039,lat,3-2,positive,3,True,True,9761 | 9761 | 9761
S-LAT-SLAV32-040,S-LAT-SLAV32-040,lat,3-2,positive,3,True,True,36798 | 36798 | 36798
S-LAT-SLAV32-041,S-LAT-SLAV32-041,lat,3-2,positive,3,True,True,35630 | 35630 | 35630
S-LAT-SLAV32-042,S-LAT-SLAV32-042,lat,3-2,positive,3,True,True,35620 | 35620 | 35620
S-LAT-SLAV32-043,S-LAT-SLAV32-043,lat,3-2,positive,3,True,True,41439 | 41439 | 41439
S-LAT-SLAV32-044,S-LAT-SLAV32-044,lat,3-2,positive,3,True,True,22411 | 22411 | 22411
S-LAT-SLAV32-045,S-LAT-SLAV32-045,lat,3-2,positive,3,True,True,31950 | 31950 | 31950
S-LAT-SLAV32-046,S-LAT-SLAV32-046,lat,3-2,positive,3,True,True,36996 | 36996 | 36996
S-LAT-SLAV32-047,S-LAT-SLAV32-047,lat,3-2,positive,3,True,True,35639 | 35639 | 35639
S-LAT-SLAV32-048,S-LAT-SLAV32-048,lat,3-2,positive,3,True,True,30545 | 30545 | 30545
S-LAT-SLAV32-049,S-LAT-SLAV32-049,lat,3-2,positive,3,True,True,44882 | 44882 | 44882
S-LAT-SLAV32-050,S-LAT-SLAV32-050,lat,3-2,positive,3,True,True,37841 | 37841 | 37841
S-LAT-SLAV32-051,S-LAT-SLAV32-051,lat,3-2,positive,3,True,True,37328 | 37328 | 37328
S-LAT-SLAV32-052,S-LAT-SLAV32-052,lat,3-2,positive,3,True,True,41050 | 41050 | 41050
S-LAT-SLAV32-053,S-LAT-SLAV32-053,lat,3-2,positive,3,True,True,39212 | 39212 | 39212
S-LAT-SLAV32-054,S-LAT-SLAV32-054,lat,3-2,positive,3,True,True,40119 | 40119 | 40119
S-LAT-SLAV32-055,S-LAT-SLAV32-055,lat,3-2,positive,3,True,True,35242 | 35242 | 35242
S-LAT-SLAV32-056,S-LAT-SLAV32-056,lat,3-2,positive,3,True,True,36809 | 36809 | 36809
S-LAT-SLAV32-057,S-LAT-SLAV32-057,lat,3-2,positive,3,True,True,16949 | 16949 | 16949
S-LAT-SLAV32-058,S-LAT-SLAV32-058,lat,3-2,positive,3,True,True,36803 | 36803 | 36803
S-LAT-SLAV32-059,S-LAT-SLAV32-059,lat,3-2,positive,3,True,True,36483 | 36483 | 36483
S-LAT-SLAV32-060,S-LAT-SLAV32-060,lat,3-2,positive,3,True,True,37335 | 37335 | 37335
S-LAT-SLAV32-061,S-LAT-SLAV32-061,lat,3-2,positive,3,True,True,37337 | 37337 | 37337
S-LAT-SLAV32-062,S-LAT-SLAV32-062,lat,3-2,positive,3,True,True,37729 | 37729 | 37729
S-LAT-SLAV32-063,S-LAT-SLAV32-063,lat,3-2,positive,3,True,True,36480 | 36480 | 36480
S-LAT-SLAV32-064,S-LAT-SLAV32-064,lat,3-2,positive,3,True,True,51957 | 51957 | 51957
S-LAT-SLAV32-065,S-LAT-SLAV32-065,lat,3-2,positive,3,True,True,35672 | 35672 | 35672
S-LAT-SLAV32-066,S-LAT-SLAV32-066,lat,3-2,positive,3,True,True,35676 | 35676 | 35676
S-LAT-SLAV32-067,S-LAT-SLAV32-067,lat,3-2,positive,3,True,True,40572 | 40572 | 40572
S-LAT-SLAV32-068,S-LAT-SLAV32-068,lat,3-2,positive,3,True,True,37340 | 37340 | 37340
S-LAT-SLAV32-069,S-LAT-SLAV32-069,lat,3-2,positive,3,True,True,44142 | 44142 | 44142
S-LAT-SLAV32-070,S-LAT-SLAV32-070,lat,3-2,positive,3,True,True,35398 | 35398 | 35398
S-LAT-SLAV32-071,S-LAT-SLAV32-071,lat,3-2,positive,3,True,True,33401 | 33401 | 33401
S-LAT-SLAV32-072,S-LAT-SLAV32-072,lat,3-2,positive,3,True,True,38616 | 38616 | 38616
S-LAT-SLAV32-073,S-LAT-SLAV32-073,lat,3-2,positive,3,True,True,41051 | 41051 | 41051
S-LAT-SLAV32-074,S-LAT-SLAV32-074,lat,3-2,positive,3,True,True,16670 | 16670 | 16670
S-LAT-SLAV32-075,S-LAT-SLAV32-075,lat,3-2,positive,3,True,True,50973 | 50973 | 50973
S-LAT-SLAV32-076,S-LAT-SLAV32-076,lat,3-2,positive,3,True,True,36829 | 36829 | 36829
S-LAT-SLAV32-077,S-LAT-SLAV32-077,lat,3-2,positive,3,True,True,35766 | 35766 | 35766
S-LAT-SLAV32-078,S-LAT-SLAV32-078,lat,3-2,positive,3,True,True,40661 | 40661 | 40661
S-LAT-SLAV32-079,S-LAT-SLAV32-079,lat,3-2,positive,3,True,True,36836 | 36836 | 36836
S-LAT-SLAV32-080,S-LAT-SLAV32-080,lat,3-2,positive,3,True,True,40240 | 40240 | 40240
S-LAT-SLAV32-081,S-LAT-SLAV32-081,lat,3-2,positive,3,True,True,50603 | 50603 | 50603
S-LAT-SLAV32-082,S-LAT-SLAV32-082,lat,3-2,positive,3,True,True,36837 | 36837 | 36837
S-LAT-SLAV32-083,S-LAT-SLAV32-083,lat,3-2,positive,3,True,True,47779 | 47779 | 47779
S-LAT-SLAV32-084,S-LAT-SLAV32-084,lat,3-2,positive,3,True,True,35691 | 35691 | 35691
S-LAT-SLAV32-085,S-LAT-SLAV32-085,lat,3-2,positive,3,True,True,35421 | 35421 | 35421
S-LAT-SLAV32-086,S-LAT-SLAV32-086,lat,3-2,positive,3,True,True,37177 | 37177 | 37177
S-LAT-SLAV32-087,S-LAT-SLAV32-087,lat,3-2,positive,3,True,True,38799 | 38799 | 38799
S-LAT-SLAV32-088,S-LAT-SLAV32-088,lat,3-2,positive,3,True,True,48855 | 48855 | 48855
S-LAT-SLAV32-089,S-LAT-SLAV32-089,lat,3-2,positive,3,True,True,35027 | 35027 | 35027
S-LAT-SLAV32-090,S-LAT-SLAV32-090,lat,3-2,positive,3,True,True,31671 | 31671 | 31671
S-LAT-SLAV32-091,S-LAT-SLAV32-091,lat,3-2,positive,3,True,True,35404 | 35404 | 35404
S-LAT-SLAV32-092,S-LAT-SLAV32-092,lat,3-2,positive,3,True,True,37363 | 37363 | 37363
S-LAT-SLAV32-093,S-LAT-SLAV32-093,lat,3-2,positive,3,True,True,42874 | 42874 | 42874
S-LAT-SLAV32-094,S-LAT-SLAV32-094,lat,3-2,positive,3,True,True,35715 | 35715 | 35715
S-LAT-SLAV32-095,S-LAT-SLAV32-095,lat,3-2,positive,3,True,True,36957 | 36957 | 36957
S-LAT-SLAV32-096,S-LAT-SLAV32-096,lat,3-2,positive,3,True,True,36054 | 36054 | 36054
S-LAT-SLAV32-097,S-LAT-SLAV32-097,lat,3-2,positive,3,True,True,16673 | 16673 | 16673
S-LAT-SLAV32-098,S-LAT-SLAV32-098,lat,3-2,positive,3,True,True,39208 | 39208 | 39208
S-LAT-SLAV32-099,S-LAT-SLAV32-099,lat,3-2,positive,3,True,True,35530 | 35530 | 35530
S-LAT-SLAV32-100,S-LAT-SLAV32-100,lat,3-2,positive,3,True,True,35781 | 35781 | 35781
S-LAT-SLAV32-101,S-LAT-SLAV32-101,lat,3-2,positive,3,True,True,43538 | 43538 | 43538
S-LAT-SLAV32-102,S-LAT-SLAV32-102,lat,3-2,positive,3,True,True,35528 | 35528 | 35528
S-LAT-SLAV32-103,S-LAT-SLAV32-103,lat,3-2,positive,3,True,True,52260 | 52260 | 52260
S-LAT-SLAV32-104,S-LAT-SLAV32-104,lat,3-2,positive,3,True,True,50233 | 50233 | 50233
S-LAT-SLAV32-105,S-LAT-SLAV32-105,lat,3-2,positive,3,True,True,48859 | 48859 | 48859
S-LAT-SLAV32-106,S-LAT-SLAV32-106,lat,3-2,positive,3,True,True,16692 | 16692 | 16692
S-LAT-SLAV32-107,S-LAT-SLAV32-107,lat,3-2,positive,3,True,True,43094 | 43094 | 43094
S-LAT-SLAV32-108,S-LAT-SLAV32-108,lat,3-2,positive,3,True,True,37733 | 37733 | 37733
S-LAT-SLAV32-109,S-LAT-SLAV32-109,lat,3-2,positive,3,True,True,35484 | 35484 | 35484
S-LAT-SLAV32-110,S-LAT-SLAV32-110,lat,3-2,positive,3,True,True,36865 | 36865 | 36865
S-LAT-SLAV32-111,S-LAT-SLAV32-111,lat,3-2,positive,3,True,True,46549 | 46549 | 46549
S-LAT-SLAV32-112,S-LAT-SLAV32-112,lat,3-2,positive,3,True,True,35173 | 35173 | 35173
S-LAT-SLAV32-113,S-LAT-SLAV32-113,lat,3-2,positive,3,True,True,49515 | 49515 | 49515
S-LAT-SLAV32-114,S-LAT-SLAV32-114,lat,3-2,positive,3,True,True,46784 | 46784 | 46784
S-LAT-SLAV32-115,S-LAT-SLAV32-115,lat,3-2,positive,3,True,True,32751 | 32751 | 32751
S-LAT-SLAV32-116,S-LAT-SLAV32-116,lat,3-2,positive,3,True,True,35393 | 35393 | 35393
S-LAT-SLAV32-117,S-LAT-SLAV32-117,lat,3-2,positive,3,True,True,41001 | 41001 | 41001
S-LAT-SLAV32-118,S-LAT-SLAV32-118,lat,3-2,positive,3,True,True,35521 | 35521 | 35521
S-LAT-SLAV32-119,S-LAT-SLAV32-119,lat,3-2,positive,3,True,True,16710 | 16710 | 16710
S-LAT-SLAV32-120,S-LAT-SLAV32-120,lat,3-2,positive,3,True,True,10138 | 10138 | 10138
S-LAT-SLAV32-121,S-LAT-SLAV32-121,lat,3-2,positive,3,True,True,35517 | 35517 | 35517
S-LAT-SLAV32-122,S-LAT-SLAV32-122,lat,3-2,positive,3,True,True,45913 | 45913 | 45913
S-LAT-SLAV32-123,S-LAT-SLAV32-123,lat,3-2,positive,3,True,True,36478 | 36478 | 36478
S-LAT-SLAV32-124,S-LAT-SLAV32-124,lat,3-2,positive,3,True,True,35413 | 35413 | 35413
S-LAT-SLAV32-125,S-LAT-SLAV32-125,lat,3-2,positive,3,True,True,16655 | 16655 | 16655
S-LAT-SLAV32-126,S-LAT-SLAV32-126,lat,3-2,positive,3,True,True,41055 | 41055 | 41055
S-LAT-SLAV32-127,S-LAT-SLAV32-127,lat,3-2,positive,3,True,True,45821 | 45821 | 45821
S-LAT-SLAV32-128,S-LAT-SLAV32-128,lat,3-2,positive,3,True,True,35442 | 35442 | 35442
S-LAT-SLAV32-129,S-LAT-SLAV32-129,lat,3-2,positive,3,True,True,45060 | 45060 | 45060
S-LAT-SLAV32-130,S-LAT-SLAV32-130,lat,3-2,positive,3,True,True,33023 | 33023 | 33023
S-LAT-SLAV32-131,S-LAT-SLAV32-131,lat,3-2,positive,3,True,True,35511 | 35511 | 35511
S-LAT-SLAV32-132,S-LAT-SLAV32-132,lat,3-2,positive,3,True,True,41037 | 41037 | 41037
S-LAT-SLAV32-133,S-LAT-SLAV32-133,lat,3-2,positive,3,True,True,40244 | 40244 | 40244
S-LAT-SLAV32-134,S-LAT-SLAV32-134,lat,3-2,positive,3,True,True,35505 | 35505 | 35505
S-LAT-SLAV32-135,S-LAT-SLAV32-135,lat,3-2,positive,3,True,True,26723 | 26723 | 26723
S-LAT-SLAV32-136,S-LAT-SLAV32-136,lat,3-2,positive,3,True,True,47787 | 47787 | 47787
S-LAT-SLAV32-137,S-LAT-SLAV32-137,lat,3-2,positive,3,True,True,38158 | 38158 | 38158
S-LAT-SLAV32-138,S-LAT-SLAV32-138,lat,3-2,positive,3,True,True,36884 | 36884 | 36884
S-LAT-SLAV32-139,S-LAT-SLAV32-139,lat,3-2,positive,3,True,True,35580 | 35580 | 35580
